nome_personagem,nivel,raca,classe,forca,destreza,constituicao,sabedoria,inteligencia,carisma
Volothamp Sunstrider,12,Meio-Elfo,Guerreiro,8,15,12,17,9,14
Minsc Bloodaxe,8,Orc,Monge,9,9,17,13,10,9
Roah Moonbreeze,5,Halfling,Monge,9,18,9,12,19,14
Rath Dekarios,10,Tiefling,Ladino,11,19,19,12,10,8
Gortash Starseeker,12,Anão,Bardo,13,9,18,19,12,17
Roah Cliffgate,5,Tiefling,Clérigo,11,11,18,19,10,17
Danis Swiftfoot,5,Dragonborn,Paladino,16,17,12,13,17,15
Aradin Stormwind,1,Orc,Mago,11,16,19,17,13,17
Barcus Firebrand,10,Orc,Patrulheiro,13,17,14,14,9,17
Bex Stoutbeard,5,Anão,Monge,13,19,9,16,13,9
Dammon Brightwood,6,Halfling,Bruxo,17,16,13,14,13,10
Bex Ravengard,12,Meio-Elfo,Monge,18,11,14,9,9,15
Voss Swiftfoot,1,Halfling,Bruxo,17,16,12,13,13,10
Dammon Goldseeker,11,Dragonborn,Clérigo,8,10,16,16,13,8
Aradin Cliffgate,7,Meio-Elfo,Druida,15,19,11,14,13,16
Kagha Shadowdancer,1,Halfling,Clérigo,19,12,17,9,19,15
Sarevok Sunstrider,11,Orc,Mago,10,17,8,10,12,11
Volothamp Del'Vyre,2,Humano,Bardo,13,16,15,15,14,15
Bex Swiftfoot,2,Elfo,Ladino,10,13,15,18,19,12
Ketheric Ironfist,5,Meio-Elfo,Bruxo,18,10,14,16,12,10
Bex Ironfist,10,Humano,Bardo,9,17,15,11,18,8
Jaheira Spellweaver,7,Githyanki,Bruxo,12,16,9,16,8,17
Rath Dekarios,1,Githyanki,Ladino,8,13,10,9,19,12
Halsin Dekarios,10,Halfling,Clérigo,16,11,16,18,16,18
Cora Spellweaver,1,Anão,Guerreiro,18,11,8,12,10,13
Dammon Brightwood,1,Halfling,Bardo,14,15,15,18,9,11
Viconia Darkweaver,6,Anão,Bruxo,10,14,15,9,17,14
Danis Ravengard,2,Halfling,Bardo,11,8,14,18,13,10
Danis Windrunner,1,Tiefling,Bardo,13,13,18,8,15,14
Roah Sunstrider,6,Dragonborn,Bruxo,10,15,12,12,9,8
Danis Cliffgate,2,Elfo,Ladino,19,10,11,9,11,14
Dror Del'Vyre,6,Anão,Ladino,14,16,17,14,9,8
Ragzlin Windrunner,10,Dragonborn,Feiticeiro,13,17,17,15,19,18
Ketheric Ansur,8,Tiefling,Patrulheiro,16,9,17,9,19,8
Volothamp Goldseeker,2,Githyanki,Feiticeiro,19,13,17,14,16,9
Shadowheart Windrunner,11,Halfling,Patrulheiro,12,19,13,11,17,9
Ragzlin Shadowdancer,9,Gnomo,Clérigo,11,8,19,8,9,11
Bex Starseeker,8,Dragonborn,Paladino,10,19,18,18,17,8
Orin Ironfist,12,Halfling,Bardo,17,18,8,10,9,11
Nere Silverfrond,10,Githyanki,Bardo,8,9,12,18,12,9
Zevlor Swiftfoot,1,Anão,Clérigo,10,12,11,19,19,11
Orin Del'Vyre,7,Dragonborn,Mago,10,8,11,8,12,11
Cora Brightwood,10,Meio-Elfo,Clérigo,14,15,14,12,19,16
Brem Moonbreeze,6,Halfling,Paladino,14,8,16,15,14,16
Ketheric Starseeker,6,Dragonborn,Clérigo,19,16,15,8,8,8
Danis Bloodaxe,6,Orc,Feiticeiro,8,17,18,16,19,12
Blurg Ansur,6,Tiefling,Mago,10,18,19,10,9,14
Mizora Stormwind,10,Humano,Ladino,15,10,15,12,18,11
Gale Spellweaver,7,Anão,Bardo,16,19,12,16,18,19
Alfira Brightwood,12,Elfo,Paladino,14,9,13,12,13,12
Cora Brightwood,3,Elfo,Guerreiro,14,8,9,16,9,9
Ragzlin Starseeker,6,Tiefling,Patrulheiro,19,16,18,17,11,10
Aradin Swiftfoot,3,Meio-Elfo,Druida,18,11,10,15,17,14
Kagha Darkweaver,7,Meio-Elfo,Clérigo,15,19,12,14,13,17
Roah Firebrand,7,Gnomo,Feiticeiro,13,8,9,18,19,14
Blurg Ravengard,8,Gnomo,Bruxo,18,8,10,8,14,11
Jaheira Firebrand,2,Humano,Ladino,10,14,11,11,17,19
Bhaal Goldseeker,9,Humano,Bardo,8,9,13,16,12,8
Jaheira Starseeker,5,Gnomo,Druida,14,14,12,17,15,8
Astarion Nightbreeze,9,Tiefling,Bruxo,8,19,17,15,13,11
Karlach Anchev,10,Githyanki,Mago,8,14,11,11,12,11
Gale Silverfrond,5,Anão,Clérigo,16,17,9,19,11,13
Astarion Sunstrider,7,Orc,Patrulheiro,17,16,19,8,13,14
Wyll Shadowdancer,11,Gnomo,Patrulheiro,14,14,18,17,13,16
Rath Firebrand,9,Meio-Elfo,Guerreiro,18,8,12,11,13,16
Voss Nightbreeze,4,Anão,Druida,11,19,12,10,8,17
Dammon Swiftfoot,2,Githyanki,Patrulheiro,13,15,18,13,13,19
Raphael Bloodaxe,9,Humano,Feiticeiro,8,15,14,18,8,19
Roah Swiftfoot,2,Halfling,Mago,14,11,8,12,12,12
Minthara Nightbreeze,3,Tiefling,Druida,19,15,11,12,14,17
Bex Bloodaxe,10,Meio-Elfo,Druida,13,11,18,9,8,18
Kagha Starseeker,2,Elfo,Patrulheiro,11,15,12,19,8,10
Nere Brightwood,3,Elfo,Druida,14,12,15,10,13,10
Nere Nightbreeze,6,Humano,Bardo,10,11,19,18,14,13
Shadowheart Bloodaxe,3,Halfling,Guerreiro,8,13,19,13,13,8
Ketheric Del'Vyre,10,Meio-Elfo,Patrulheiro,11,9,15,9,12,14
Minsc Goldseeker,8,Tiefling,Bardo,10,19,8,11,13,10
Omeluum Shadowdancer,11,Humano,Guerreiro,8,9,12,9,10,12
Danis Anchev,6,Githyanki,Ladino,9,9,17,16,16,14
Abdirak Swiftfoot,7,Elfo,Guerreiro,18,16,8,10,12,14
Sarevok Del'Vyre,1,Dragonborn,Monge,12,17,8,17,9,16
Elminster Ironfist,3,Orc,Druida,15,10,9,17,19,8
Gortash Ironfist,3,Anão,Mago,8,17,9,13,17,10
Gortash Stonefoot,2,Gnomo,Patrulheiro,11,11,16,8,17,16
Raphael Stonefoot,7,Githyanki,Ladino,11,17,11,18,14,15
Barcus Windrunner,9,Tiefling,Monge,12,19,10,17,10,9
Viconia Silverfrond,4,Dragonborn,Mago,14,15,18,10,8,15
Bhaal Hallowtide,12,Tiefling,Clérigo,19,11,8,15,10,15
Zevlor Starseeker,5,Elfo,Mago,15,18,19,12,16,9
Lae'zel Spellweaver,3,Githyanki,Druida,13,17,9,15,12,15
Alfira Anchev,11,Humano,Bardo,8,17,13,9,14,10
Blurg Moonbreeze,9,Elfo,Feiticeiro,14,14,16,14,10,14
Wyll Nightbreeze,4,Meio-Elfo,Guerreiro,10,12,12,16,11,16
Wyll Swiftfoot,5,Meio-Elfo,Clérigo,13,16,11,14,8,11
Barcus Stormwind,1,Orc,Guerreiro,15,11,12,10,10,18
Minthara Windrunner,11,Anão,Druida,14,10,16,14,14,13
Brem Ironfist,12,Halfling,Patrulheiro,17,9,19,15,11,16
Voss Shadowdancer,2,Gnomo,Ladino,13,8,14,8,9,18
Abdirak Spellweaver,12,Humano,Clérigo,16,18,15,10,12,18
Blurg Darkweaver,9,Dragonborn,Patrulheiro,16,13,11,12,12,12
Sazza Stormwind,2,Gnomo,Monge,8,17,18,19,9,19
Bex Del'Vyre,5,Orc,Patrulheiro,8,9,15,13,18,8
Rath Stonefoot,8,Githyanki,Bruxo,8,15,13,10,13,10
Kagha Shadowdancer,3,Halfling,Clérigo,15,13,12,11,17,18
Bex Cliffgate,6,Tiefling,Patrulheiro,19,19,19,12,11,16
Minthara Nightbreeze,4,Anão,Bardo,19,19,14,10,8,10
Sazza Moonbreeze,11,Gnomo,Bardo,17,12,13,11,10,18
Wyll Ironfist,7,Gnomo,Monge,14,9,10,12,16,18
Barcus Firebrand,10,Anão,Guerreiro,10,14,12,9,17,17
Elminster Firebrand,3,Gnomo,Paladino,9,9,16,17,14,9
Halsin Shadowdancer,6,Dragonborn,Patrulheiro,11,12,14,16,13,11
Wyll Swiftfoot,12,Halfling,Feiticeiro,10,9,19,17,8,12
Ragzlin Moonbreeze,10,Elfo,Druida,14,18,11,15,16,14
Gortash Silverfrond,9,Githyanki,Clérigo,17,17,14,19,16,14
Gale Dekarios,11,Anão,Patrulheiro,15,18,12,13,8,16
Brem Hallowtide,10,Anão,Guerreiro,13,18,18,17,13,15
Blurg Windrunner,1,Tiefling,Patrulheiro,10,9,9,18,14,9
Bhaal Anchev,3,Orc,Paladino,13,14,13,10,9,19
Wyll Firebrand,2,Orc,Ladino,9,16,14,18,17,15
Brem Stoutbeard,8,Gnomo,Feiticeiro,19,12,15,9,15,15
Raphael Hallowtide,7,Anão,Paladino,14,14,13,14,15,12
Aradin Firebrand,2,Gnomo,Druida,18,11,15,15,13,10
Volothamp Starseeker,6,Meio-Elfo,Feiticeiro,17,9,14,17,16,16
Alfira Bloodaxe,3,Tiefling,Paladino,14,10,9,8,10,19
Zevlor Stoutbeard,8,Gnomo,Druida,11,9,13,13,9,14
Alfira Moonbreeze,10,Meio-Elfo,Guerreiro,15,12,16,14,9,8
Alfira Silverfrond,3,Humano,Clérigo,11,13,19,16,13,15
Danis Ironfist,10,Orc,Paladino,14,14,13,19,14,17
Brem Spellweaver,9,Halfling,Feiticeiro,11,10,11,10,13,12
Sarevok Spellweaver,1,Orc,Bardo,19,11,14,9,18,13
Aradin Sunstrider,5,Elfo,Monge,12,15,10,12,10,16
Sazza Dekarios,3,Tiefling,Paladino,14,11,12,17,12,17
Zevlor Stonefoot,6,Tiefling,Clérigo,17,14,8,8,15,15
Omeluum Stoutbeard,10,Anão,Guerreiro,10,19,17,13,13,18
Alfira Ravengard,2,Gnomo,Bardo,17,13,10,16,9,10
Omeluum Shadowdancer,9,Humano,Druida,12,14,15,17,14,12
Aradin Dekarios,6,Elfo,Bardo,18,8,16,16,15,11
Mizora Windrunner,7,Gnomo,Paladino,10,10,16,14,11,8
Volothamp Firebrand,5,Elfo,Guerreiro,12,13,17,18,19,12
Dror Moonbreeze,9,Anão,Druida,10,10,9,14,8,17
Viconia Ravengard,1,Anão,Mago,18,14,11,15,9,14
Mizora Starseeker,5,Orc,Feiticeiro,17,16,12,17,11,8
Elminster Shadowdancer,11,Githyanki,Bruxo,18,10,10,9,14,11
Lae'zel Bloodaxe,10,Orc,Patrulheiro,14,8,18,13,9,13
Wyll Swiftfoot,11,Tiefling,Ladino,8,17,8,12,13,18
Barcus Hallowtide,6,Tiefling,Clérigo,16,13,13,12,9,19
Nere Silverfrond,7,Humano,Clérigo,16,19,17,10,19,16
Orin Goldseeker,12,Halfling,Clérigo,12,8,9,10,14,18
Lae'zel Ravengard,4,Meio-Elfo,Mago,16,8,16,13,9,15
Gortash Del'Vyre,12,Meio-Elfo,Guerreiro,17,15,8,19,10,9
Viconia Firebrand,1,Gnomo,Bardo,13,16,18,17,16,18
Kagha Dekarios,11,Anão,Druida,12,9,16,17,11,10
Minsc Firebrand,8,Dragonborn,Bardo,10,16,14,14,12,17
Abdirak Bloodaxe,10,Anão,Bardo,18,12,18,8,16,12
Bhaal Goldseeker,4,Dragonborn,Ladino,18,15,17,10,14,18
Karlach Darkweaver,3,Anão,Clérigo,15,14,9,19,15,14
Minthara Silverfrond,12,Meio-Elfo,Clérigo,11,14,13,8,18,10
Gale Swiftfoot,7,Halfling,Mago,17,11,15,17,10,19
Ketheric Stonefoot,12,Halfling,Bardo,10,9,9,10,18,14
Aradin Ravengard,2,Orc,Ladino,13,12,12,12,18,12
Lae'zel Starseeker,8,Orc,Bruxo,15,18,19,16,11,17
Elminster Goldseeker,6,Humano,Mago,16,18,18,10,14,13
Alfira Goldseeker,7,Dragonborn,Mago,13,10,13,17,11,13
Voss Nightbreeze,5,Dragonborn,Patrulheiro,12,16,10,17,9,18
Abdirak Cliffgate,9,Dragonborn,Bruxo,19,13,19,16,17,18
Karlach Dekarios,5,Orc,Clérigo,18,8,9,8,13,19
Ragzlin Anchev,11,Anão,Bardo,9,10,18,13,16,11
Blurg Windrunner,5,Githyanki,Clérigo,9,19,13,16,9,19
Barcus Shadowdancer,3,Orc,Feiticeiro,16,11,10,19,8,15
Bex Stormwind,11,Meio-Elfo,Mago,9,16,9,12,15,16
Minthara Ravengard,1,Tiefling,Clérigo,9,18,8,18,8,9
Karlach Windrunner,2,Gnomo,Guerreiro,10,13,15,17,8,16
Omeluum Dekarios,8,Githyanki,Paladino,10,11,8,9,10,18
Lae'zel Silverfrond,1,Anão,Bruxo,11,8,19,12,12,19
Abdirak Darkweaver,7,Anão,Bardo,14,15,12,8,19,11
Wyll Starseeker,5,Gnomo,Bruxo,16,18,18,16,16,13
Kagha Anchev,3,Dragonborn,Patrulheiro,9,9,13,17,18,14
Kagha Silverfrond,12,Meio-Elfo,Clérigo,11,18,18,17,17,11
Voss Ironfist,12,Dragonborn,Clérigo,16,18,19,16,9,15
Astarion Windrunner,11,Dragonborn,Bardo,9,15,19,13,19,17
Brem Dekarios,7,Tiefling,Bardo,17,13,10,18,19,15
Omeluum Windrunner,9,Tiefling,Feiticeiro,18,15,14,16,8,8
Lae'zel Goldseeker,2,Halfling,Guerreiro,8,13,9,10,8,15
Zevlor Goldseeker,8,Elfo,Ladino,17,12,14,11,15,17
Barcus Firebrand,9,Elfo,Monge,15,12,9,13,17,19
Brem Dekarios,11,Orc,Patrulheiro,16,17,12,11,17,10
Roah Brightwood,3,Dragonborn,Clérigo,14,17,14,8,17,12
Omeluum Hallowtide,2,Gnomo,Bardo,15,18,18,14,9,17
Bex Darkweaver,7,Dragonborn,Bardo,11,15,18,12,16,15
Aradin Darkweaver,5,Meio-Elfo,Paladino,11,14,10,15,16,18
Brem Cliffgate,5,Humano,Patrulheiro,9,15,18,16,9,13
Aradin Cliffgate,10,Gnomo,Monge,15,19,11,12,10,11
Danis Goldseeker,5,Elfo,Paladino,18,15,8,15,9,11
Dror Firebrand,4,Githyanki,Mago,9,14,10,8,13,19
Halsin Firebrand,5,Halfling,Patrulheiro,16,9,16,8,14,11
Voss Nightbreeze,4,Halfling,Patrulheiro,11,18,17,14,19,13
Dror Goldseeker,6,Orc,Feiticeiro,8,16,12,13,13,14
Gortash Brightwood,4,Dragonborn,Mago,11,14,15,12,10,12
Minthara Dekarios,2,Gnomo,Bruxo,10,19,9,12,19,17
Bhaal Stormwind,9,Meio-Elfo,Druida,19,18,10,16,10,15
Bhaal Stormwind,2,Githyanki,Guerreiro,13,13,14,8,19,14
Zevlor Ravengard,9,Orc,Feiticeiro,14,16,17,15,9,15
Roah Goldseeker,10,Anão,Paladino,15,8,11,9,9,11
Ketheric Starseeker,6,Orc,Druida,9,18,16,14,18,15
Lae'zel Ironfist,9,Anão,Mago,13,9,14,13,19,13
Minsc Ravengard,9,Elfo,Bardo,13,8,18,17,12,10
Omeluum Windrunner,3,Meio-Elfo,Paladino,17,17,19,9,18,15
Barcus Dekarios,1,Anão,Druida,19,19,8,19,18,14
Volothamp Moonbreeze,1,Tiefling,Feiticeiro,12,10,11,10,15,17
Bex Anchev,3,Meio-Elfo,Monge,17,18,17,11,13,12
Wyll Silverfrond,5,Dragonborn,Guerreiro,17,12,18,14,16,18
Mizora Swiftfoot,3,Dragonborn,Monge,14,8,13,15,18,11
Nere Brightwood,12,Orc,Feiticeiro,10,11,13,18,12,8
Halsin Swiftfoot,9,Elfo,Bardo,11,15,17,9,17,17
Lae'zel Hallowtide,9,Anão,Bruxo,17,13,13,15,11,10
Orin Dekarios,3,Dragonborn,Patrulheiro,16,8,12,18,16,9
Volothamp Darkweaver,3,Humano,Feiticeiro,11,19,10,16,19,15
Dammon Swiftfoot,12,Humano,Mago,10,8,9,14,17,15
Viconia Del'Vyre,5,Anão,Paladino,9,10,10,8,18,19
Barcus Nightbreeze,2,Elfo,Ladino,12,17,16,13,12,12
Brem Stonefoot,6,Humano,Monge,11,15,10,15,8,12
Orin Darkweaver,7,Dragonborn,Bruxo,15,18,10,12,12,18
Halsin Stonefoot,9,Elfo,Paladino,14,18,8,19,12,11
Bex Anchev,6,Anão,Feiticeiro,13,15,9,9,12,8
Abdirak Goldseeker,3,Meio-Elfo,Bruxo,18,10,18,12,9,8
Gortash Swiftfoot,12,Elfo,Feiticeiro,19,14,19,15,13,13
Blurg Anchev,5,Dragonborn,Patrulheiro,9,19,10,9,12,11
Bex Anchev,4,Meio-Elfo,Bruxo,10,10,9,8,9,11
Volothamp Sunstrider,5,Githyanki,Paladino,17,11,15,11,19,10
Karlach Spellweaver,8,Orc,Patrulheiro,16,16,13,11,17,16
Gale Shadowdancer,8,Halfling,Guerreiro,16,11,14,16,15,10
Cora Shadowdancer,6,Githyanki,Druida,12,10,8,10,13,15
Abdirak Bloodaxe,1,Meio-Elfo,Ladino,10,12,13,11,18,9
Blurg Hallowtide,8,Halfling,Bruxo,9,14,9,10,17,11
Brem Stonefoot,8,Orc,Guerreiro,15,12,13,9,19,8
Alfira Ironfist,2,Gnomo,Ladino,13,11,10,11,18,18
Roah Sunstrider,4,Githyanki,Bruxo,17,15,14,15,10,12
Bex Ansur,12,Dragonborn,Paladino,18,11,10,8,16,9
Sarevok Ironfist,2,Elfo,Bruxo,19,9,16,15,18,18
Mizora Starseeker,4,Elfo,Feiticeiro,14,17,10,15,18,8
Wyll Stonefoot,12,Halfling,Ladino,8,13,14,10,11,8
Halsin Dekarios,10,Halfling,Paladino,8,9,19,17,10,9
Danis Hallowtide,7,Halfling,Druida,17,10,11,17,14,12
Mizora Firebrand,9,Anão,Mago,9,8,15,19,19,19
Elminster Stormwind,8,Dragonborn,Bruxo,17,12,9,19,15,16
Brem Moonbreeze,12,Halfling,Bardo,10,16,15,13,14,13
Raphael Spellweaver,9,Humano,Mago,19,9,16,11,8,19
Dror Ansur,8,Orc,Monge,8,19,15,8,8,11
Kagha Ironfist,2,Halfling,Paladino,12,14,13,8,12,10
Danis Ansur,7,Humano,Clérigo,10,12,17,12,15,15
Elminster Firebrand,2,Anão,Paladino,8,9,8,19,17,10
Raphael Stonefoot,12,Humano,Feiticeiro,15,15,14,15,18,8
Lae'zel Swiftfoot,11,Gnomo,Feiticeiro,19,18,8,8,10,11
Lae'zel Hallowtide,2,Gnomo,Bruxo,18,13,14,9,15,18
Raphael Anchev,4,Humano,Paladino,13,11,9,14,10,12
Astarion Swiftfoot,1,Dragonborn,Ladino,16,11,15,15,11,12
Minthara Sunstrider,5,Anão,Druida,10,9,9,19,17,12
Bex Dekarios,6,Elfo,Patrulheiro,16,10,10,10,14,15
Karlach Moonbreeze,9,Humano,Patrulheiro,16,14,19,18,10,15
Shadowheart Darkweaver,10,Meio-Elfo,Paladino,19,10,10,19,11,19
Danis Ironfist,8,Tiefling,Paladino,19,12,8,15,15,11
Shadowheart Stoutbeard,2,Orc,Druida,8,17,12,8,11,16
Minthara Stormwind,1,Orc,Patrulheiro,10,13,12,16,16,8
Raphael Ironfist,2,Dragonborn,Guerreiro,13,13,17,19,11,12
Bhaal Ironfist,7,Halfling,Bruxo,15,11,12,9,11,12
Kagha Silverfrond,4,Tiefling,Mago,11,13,16,9,12,12
Danis Del'Vyre,10,Elfo,Guerreiro,12,10,13,11,8,15
Sarevok Moonbreeze,5,Anão,Druida,16,14,13,19,14,16
Brem Del'Vyre,12,Gnomo,Paladino,13,14,10,17,16,10
Rath Swiftfoot,7,Halfling,Bruxo,19,11,12,10,19,16
Sazza Spellweaver,3,Gnomo,Bardo,14,9,17,11,16,18
Minthara Windrunner,10,Elfo,Bardo,14,18,14,13,8,15
Voss Anchev,2,Tiefling,Monge,11,14,10,14,13,10
Dammon Spellweaver,7,Dragonborn,Monge,11,10,9,12,10,9
Halsin Shadowdancer,5,Githyanki,Bruxo,11,8,12,9,11,11
Bex Anchev,1,Gnomo,Clérigo,18,9,10,10,15,19
Barcus Windrunner,1,Tiefling,Paladino,12,17,12,17,11,9
Abdirak Goldseeker,9,Humano,Ladino,12,16,16,18,15,11
Wyll Cliffgate,5,Githyanki,Bardo,15,19,18,10,11,12
Danis Nightbreeze,1,Gnomo,Paladino,16,15,17,12,16,9
Orin Swiftfoot,7,Anão,Paladino,9,13,8,19,13,19
Rath Swiftfoot,9,Orc,Druida,18,13,11,18,8,15
Bex Stoutbeard,11,Githyanki,Patrulheiro,14,8,17,19,17,8
Orin Ansur,1,Humano,Guerreiro,8,9,12,12,9,10
Danis Silverfrond,10,Elfo,Bardo,8,11,9,11,14,14
Dror Sunstrider,4,Meio-Elfo,Monge,11,10,19,15,17,17
Gortash Brightwood,3,Humano,Paladino,17,8,9,13,14,8
Nere Windrunner,5,Elfo,Feiticeiro,14,15,8,13,10,18
Rath Swiftfoot,7,Elfo,Mago,9,14,15,8,8,9
Dror Firebrand,8,Tiefling,Guerreiro,18,11,9,13,15,10
Abdirak Ravengard,2,Orc,Patrulheiro,9,19,10,10,17,9
Shadowheart Windrunner,7,Gnomo,Monge,8,19,19,13,18,9
Roah Shadowdancer,1,Githyanki,Druida,17,16,9,17,18,19
Gale Silverfrond,7,Halfling,Bardo,9,18,11,18,17,18
Jaheira Windrunner,8,Githyanki,Feiticeiro,14,11,8,13,14,13
Mizora Nightbreeze,2,Orc,Bruxo,16,8,10,9,17,14
Voss Goldseeker,9,Githyanki,Mago,13,17,12,8,15,13
Lae'zel Stormwind,1,Elfo,Feiticeiro,17,8,17,18,8,18
Kagha Ironfist,6,Githyanki,Bardo,9,8,8,10,10,13
Cora Brightwood,1,Meio-Elfo,Ladino,19,8,11,12,9,16
Roah Shadowdancer,3,Meio-Elfo,Patrulheiro,17,11,13,11,8,15
Alfira Anchev,11,Githyanki,Patrulheiro,17,8,11,14,12,15
Karlach Nightbreeze,6,Tiefling,Bardo,16,9,14,11,10,13
Viconia Anchev,3,Dragonborn,Feiticeiro,14,11,14,15,17,12
Sarevok Moonbreeze,8,Tiefling,Patrulheiro,18,14,13,14,15,16
Minthara Stoutbeard,5,Githyanki,Bruxo,8,9,16,17,13,19
Jaheira Brightwood,2,Dragonborn,Druida,19,15,9,16,17,9
Brem Moonbreeze,4,Anão,Bruxo,16,14,17,8,16,14
Dror Brightwood,9,Elfo,Ladino,9,16,15,12,16,13
Omeluum Swiftfoot,4,Halfling,Druida,11,13,15,11,18,14
Blurg Nightbreeze,10,Elfo,Feiticeiro,16,11,18,13,13,19
Bex Anchev,10,Anão,Clérigo,11,13,17,8,9,11
Jaheira Shadowdancer,8,Elfo,Monge,10,11,18,13,16,16
Minsc Goldseeker,5,Halfling,Bardo,8,14,11,8,9,14
Orin Hallowtide,11,Gnomo,Druida,14,16,13,8,10,9
Rath Anchev,11,Humano,Druida,13,10,18,15,13,11
Volothamp Ansur,10,Dragonborn,Ladino,17,10,13,9,9,12
Barcus Darkweaver,1,Elfo,Bruxo,11,9,12,17,12,9
Lae'zel Dekarios,7,Halfling,Ladino,13,8,8,13,9,17
Sarevok Sunstrider,3,Dragonborn,Bruxo,13,8,10,13,19,15
Shadowheart Windrunner,10,Halfling,Druida,11,10,14,13,11,8
Halsin Anchev,8,Meio-Elfo,Patrulheiro,13,14,15,15,18,10
Bhaal Nightbreeze,12,Gnomo,Patrulheiro,17,18,9,11,18,8
Gale Bloodaxe,3,Humano,Bruxo,18,16,10,10,10,12
Gale Anchev,1,Humano,Guerreiro,15,9,11,13,12,15
Nere Firebrand,5,Dragonborn,Guerreiro,10,14,18,11,13,14
Rath Moonbreeze,2,Tiefling,Clérigo,11,8,12,9,14,16
Sazza Ravengard,11,Orc,Mago,17,9,10,13,17,9
Mizora Goldseeker,4,Orc,Guerreiro,19,13,12,17,15,19
Dror Hallowtide,1,Meio-Elfo,Guerreiro,8,18,15,12,16,15
Astarion Sunstrider,9,Dragonborn,Bruxo,11,12,15,18,11,15
Jaheira Stonefoot,6,Dragonborn,Paladino,18,15,9,16,11,13
Blurg Swiftfoot,8,Humano,Patrulheiro,17,19,13,18,14,10
Dammon Bloodaxe,11,Orc,Clérigo,17,18,11,13,19,9
Blurg Bloodaxe,4,Tiefling,Guerreiro,19,9,16,10,17,15
Wyll Ravengard,9,Elfo,Bardo,16,8,17,18,17,13
Aradin Stormwind,2,Elfo,Patrulheiro,15,14,9,12,18,11
Lae'zel Sunstrider,9,Elfo,Feiticeiro,18,13,15,17,16,12
Alfira Bloodaxe,12,Halfling,Feiticeiro,11,15,8,15,18,12
Dammon Anchev,5,Tiefling,Ladino,19,18,18,16,9,16
Minsc Moonbreeze,6,Anão,Mago,14,15,13,15,18,16
Sarevok Windrunner,3,Anão,Monge,17,9,18,10,13,15
Viconia Sunstrider,4,Githyanki,Monge,10,15,18,16,17,15
Bhaal Cliffgate,6,Orc,Clérigo,16,13,19,10,17,19
Astarion Dekarios,7,Githyanki,Paladino,17,16,17,15,15,9
Bex Silverfrond,1,Tiefling,Guerreiro,11,19,8,17,12,10
Aradin Dekarios,7,Orc,Patrulheiro,9,14,9,16,12,15
Ketheric Windrunner,1,Anão,Patrulheiro,17,9,10,14,15,12
Raphael Bloodaxe,5,Dragonborn,Clérigo,12,15,16,11,8,14
Wyll Shadowdancer,6,Orc,Bardo,9,16,12,17,13,15
Dror Dekarios,2,Meio-Elfo,Ladino,17,14,17,16,17,13
Sazza Sunstrider,10,Meio-Elfo,Paladino,13,11,17,10,16,12
Zevlor Nightbreeze,9,Tiefling,Feiticeiro,18,16,19,10,19,15
Nere Ansur,10,Githyanki,Paladino,17,11,9,9,13,8
Karlach Silverfrond,6,Anão,Feiticeiro,8,19,17,17,14,8
Roah Dekarios,7,Anão,Patrulheiro,13,11,12,10,11,8
Gale Goldseeker,10,Humano,Bardo,11,16,12,8,19,10
Mizora Stormwind,8,Humano,Feiticeiro,10,15,8,11,17,17
Wyll Cliffgate,11,Meio-Elfo,Bardo,9,11,10,15,8,19
Roah Del'Vyre,10,Tiefling,Patrulheiro,14,15,12,12,16,13
Barcus Starseeker,1,Githyanki,Bardo,16,15,16,9,19,13
Raphael Silverfrond,8,Anão,Guerreiro,19,14,17,10,13,12
Abdirak Shadowdancer,4,Elfo,Feiticeiro,10,17,8,8,10,14
Karlach Ravengard,10,Gnomo,Clérigo,13,13,15,9,11,12
Voss Dekarios,8,Gnomo,Mago,16,15,8,8,17,9
Dror Stonefoot,6,Githyanki,Druida,9,14,16,9,19,11
Ragzlin Stoutbeard,11,Anão,Bardo,14,12,13,10,13,8
Minsc Darkweaver,9,Dragonborn,Patrulheiro,12,19,8,8,13,14
Sazza Bloodaxe,11,Meio-Elfo,Monge,12,11,15,18,19,11
Lae'zel Hallowtide,4,Elfo,Monge,18,19,12,16,16,11
Alfira Bloodaxe,2,Githyanki,Guerreiro,14,9,14,17,11,11
Viconia Cliffgate,2,Gnomo,Guerreiro,16,18,14,12,12,10
Shadowheart Moonbreeze,5,Dragonborn,Guerreiro,11,15,14,15,12,15
Minsc Shadowdancer,10,Orc,Guerreiro,16,16,13,12,10,11
Bex Spellweaver,9,Githyanki,Monge,18,11,18,15,9,15
Brem Silverfrond,12,Humano,Guerreiro,17,11,15,14,15,16
Raphael Starseeker,3,Humano,Paladino,16,12,16,19,17,8
Danis Bloodaxe,8,Halfling,Bruxo,11,9,19,11,16,11
Gale Hallowtide,4,Githyanki,Monge,10,14,9,14,17,13
Sarevok Bloodaxe,6,Tiefling,Feiticeiro,9,12,14,13,18,15
Dror Firebrand,10,Tiefling,Monge,16,13,9,10,16,13
Aradin Moonbreeze,6,Elfo,Ladino,19,11,13,16,12,19
Abdirak Spellweaver,3,Meio-Elfo,Monge,9,15,9,19,18,13
Bex Brightwood,5,Anão,Bruxo,13,15,17,17,16,17
Dror Windrunner,12,Elfo,Bardo,12,19,13,16,11,11
Abdirak Firebrand,3,Orc,Monge,12,12,9,12,9,16
